study_id,name,name,software,basecalldate,version,study_id,run_date,sequencer,library_id,run_id,sample_id,sample_source,sample_type,partitioning_method,read_group_id
94,NAAGKK,TARGET-40-NAAGKK-01A-01D,BUSTARD,2016-04-22,1.9.4,94,2016-04-15,HiSeq,9266,779,5505,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,36855
94,PANCFH,TARGET-40-PANCFH-01A-01D,BUSTARD,2015-10-20,1.9.4,94,2015-10-15,HiSeq-Meltzer,9267,721,5513,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,35579
94,PANCFH,TARGET-40-PANCFH-01A-01D,BUSTARD,2016-04-22,1.9.4,94,2016-04-15,HiSeq,9267,779,5513,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,36858
94,PASDUJ,TARGET-40-PASDUJ-01A-01D,BUSTARD,2015-10-20,1.9.4,94,2015-10-15,HiSeq-Meltzer,9268,721,5521,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,35575
94,PASDUJ,TARGET-40-PASDUJ-01A-01D,BUSTARD,2016-04-22,1.9.4,94,2016-04-15,HiSeq,9268,779,5521,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,36854
94,PAVVZE,TARGET-40-PAVVZE-01A-01D,BUSTARD,2015-10-20,1.9.4,94,2015-10-15,HiSeq-Meltzer,9269,721,5529,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,35578
94,PAVVZE,TARGET-40-PAVVZE-01A-01D,BUSTARD,2016-04-22,1.9.4,94,2016-04-15,HiSeq,9269,779,5529,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,36857
94,PATADX,TARGET-40-PATADX-01A-01D,BUSTARD,2015-10-20,1.9.4,94,2015-10-15,HiSeq-Meltzer,9270,721,5537,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,35581
94,PATADX,TARGET-40-PATADX-01A-01D,BUSTARD,2016-04-22,1.9.4,94,2016-04-15,HiSeq,9270,779,5537,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,36860
94,NAAGZZ,TARGET-40-NAAGZZ-01A-01D,BUSTARD,2015-10-20,1.9.4,94,2015-10-15,HiSeq-Meltzer,9271,721,5545,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,35573
94,NAAGZZ,TARGET-40-NAAGZZ-01A-01D,BUSTARD,2016-04-22,1.9.4,94,2016-04-15,HiSeq,9271,779,5545,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,36852
94,PAVDSN,TARGET-40-PAVDSN-01A-01D,BUSTARD,2015-10-20,1.9.4,94,2015-10-15,HiSeq-Meltzer,9273,721,5458,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,35560
94,PAVDSN,TARGET-40-PAVDSN-01A-01D,BUSTARD,2016-04-22,1.9.4,94,2016-04-15,HiSeq,9273,779,5458,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,36839
94,PASFIW,TARGET-40-PASFIW-01A-01D,BUSTARD,2015-10-20,1.9.4,94,2015-10-15,HiSeq-Meltzer,9274,721,5466,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,35565
94,PASFIW,TARGET-40-PASFIW-01A-01D,BUSTARD,2016-04-22,1.9.4,94,2016-04-15,HiSeq,9274,779,5466,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,36844
94,NAAFJM,TARGET-40-NAAFJM-01A-01D,BUSTARD,2015-10-20,1.9.4,94,2015-10-15,HiSeq-Meltzer,9275,721,5474,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,35568
94,NAAFJM,TARGET-40-NAAFJM-01A-01D,BUSTARD,2016-04-22,1.9.4,94,2016-04-15,HiSeq,9275,779,5474,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,36847
94,NAAFJX,TARGET-40-NAAFJX-01A-01D,BUSTARD,2015-10-20,1.9.4,94,2015-10-15,HiSeq-Meltzer,9276,721,5482,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,35558
94,NAAFJX,TARGET-40-NAAFJX-01A-01D,BUSTARD,2016-04-22,1.9.4,94,2016-04-15,HiSeq,9276,779,5482,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,36837
94,PAIWEV,TARGET-40-PAIWEV-01A-01D,BUSTARD,2015-10-20,1.9.4,94,2015-10-15,HiSeq-Meltzer,9277,721,5490,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,35562
94,PAIWEV,TARGET-40-PAIWEV-01A-01D,BUSTARD,2016-04-22,1.9.4,94,2016-04-15,HiSeq,9277,779,5490,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,36841
94,NAAGKA,TARGET-40-NAAGKA-01A-01D,BUSTARD,2015-10-20,1.9.4,94,2015-10-15,HiSeq-Meltzer,9278,721,5498,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,35559
94,NAAGKA,TARGET-40-NAAGKA-01A-01D,BUSTARD,2016-04-22,1.9.4,94,2016-04-15,HiSeq,9278,779,5498,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,36838
94,NAAGKL,TARGET-40-NAAGKL-01A-01D,BUSTARD,2015-10-20,1.9.4,94,2015-10-15,HiSeq-Meltzer,9279,721,5506,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,35564
94,NAAGKL,TARGET-40-NAAGKL-01A-01D,BUSTARD,2016-04-22,1.9.4,94,2016-04-15,HiSeq,9279,779,5506,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,36843
94,PANIFV,TARGET-40-PANIFV-01A-01D,BUSTARD,2015-10-20,1.9.4,94,2015-10-15,HiSeq-Meltzer,9280,721,5514,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,35567
94,PANIFV,TARGET-40-PANIFV-01A-01D,BUSTARD,2016-04-22,1.9.4,94,2016-04-15,HiSeq,9280,779,5514,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,36846
94,PASJST,TARGET-40-PASJST-01A-01D,BUSTARD,2015-10-20,1.9.4,94,2015-10-15,HiSeq-Meltzer,9281,721,5522,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,35563
94,PASJST,TARGET-40-PASJST-01A-01D,BUSTARD,2016-04-22,1.9.4,94,2016-04-15,HiSeq,9281,779,5522,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,36842
94,NAAHBN,TARGET-40-NAAHBN-01A-01D,BUSTARD,2015-10-20,1.9.4,94,2015-10-15,HiSeq-Meltzer,9282,721,5530,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,35566
94,NAAHBN,TARGET-40-NAAHBN-01A-01D,BUSTARD,2016-04-22,1.9.4,94,2016-04-15,HiSeq,9282,779,5530,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,36845
94,PATEJE,TARGET-40-PATEJE-01A-01D,BUSTARD,2015-10-20,1.9.4,94,2015-10-15,HiSeq-Meltzer,9283,721,5538,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,35569
94,PATEJE,TARGET-40-PATEJE-01A-01D,BUSTARD,2016-04-22,1.9.4,94,2016-04-15,HiSeq,9283,779,5538,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,36848
94,NAAHAB,TARGET-40-NAAHAB-01A-01D,BUSTARD,2015-10-20,1.9.4,94,2015-10-15,HiSeq-Meltzer,9284,721,5546,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,35561
94,NAAHAB,TARGET-40-NAAHAB-01A-01D,BUSTARD,2016-04-22,1.9.4,94,2016-04-15,HiSeq,9284,779,5546,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,36840
94,PAKGVJ,TARGET-40-PAKGVJ-01A-01D,NEXTSEQ,2015-12-09,unknown,94,2015-12-09,NS500391,9286,739,5459,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,35987
94,PATEAN,TARGET-40-PATEAN-06A-01D,NEXTSEQ,2015-12-09,unknown,94,2015-12-09,NS500391,9287,739,5467,Metastasis,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,35990
94,NAAFJN,TARGET-40-NAAFJN-01A-01D,NEXTSEQ,2015-12-09,unknown,94,2015-12-09,NS500391,9288,739,5475,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,35992
94,NAAFJY,TARGET-40-NAAFJY-01A-01D,NEXTSEQ,2015-12-09,unknown,94,2015-12-09,NS500391,9289,739,5483,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,37989
94,PAMCVZ,TARGET-40-PAMCVZ-01A-01D,NEXTSEQ,2015-12-09,unknown,94,2015-12-09,NS500391,9290,739,5491,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,37990
94,NAAGKC,TARGET-40-NAAGKC-01A-01D,NEXTSEQ,2015-12-09,unknown,94,2015-12-09,NS500391,9291,739,5499,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,35986
94,NAAGKM,TARGET-40-NAAGKM-01A-01D,NEXTSEQ,2015-12-09,unknown,94,2015-12-09,NS500391,9292,739,5507,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,35989
94,PAPKME,TARGET-40-PAPKME-01A-01D,NEXTSEQ,2015-12-09,unknown,94,2015-12-09,NS500391,9293,739,5515,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,37991
94,PATNLI,TARGET-40-PATNLI-01A-01D,NEXTSEQ,2015-12-09,unknown,94,2015-12-09,NS500391,9294,739,5523,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,35988
94,NAAHBV,TARGET-40-NAAHBV-01A-01D,NEXTSEQ,2015-12-09,unknown,94,2015-12-09,NS500391,9295,739,5531,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,35991
94,PANDMD,TARGET-40-PANDMD-01A-01D,NEXTSEQ,2015-12-09,unknown,94,2015-12-09,NS500391,9296,739,5539,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,35993
94,NAAIBU,TARGET-40-NAAIBU-01A-01D,BUSTARD,2015-10-20,1.9.4,94,2015-10-15,HiSeq-Meltzer,9298,721,7062,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,35981
94,NAAIBU,TARGET-40-NAAIBU-01A-01D,NEXTSEQ,2016-04-21,unknown,94,2016-04-21,NS500391,9298,788,7062,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,36780
94,NAAIBU,TARGET-40-NAAIBU-10B-01D,BUSTARD,2015-10-20,1.9.4,94,2015-10-15,HiSeq-Meltzer,9299,721,7061,Normal,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,35982
94,NAAIBU,TARGET-40-NAAIBU-10B-01D,NEXTSEQ,2016-04-21,unknown,94,2016-04-21,NS500391,9299,788,7061,Normal,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,36781
94,NAAIBW,TARGET-40-NAAIBW-01A-01D,BUSTARD,2015-10-20,1.9.4,94,2015-10-15,HiSeq-Meltzer,9300,721,7060,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,35983
94,NAAIBW,TARGET-40-NAAIBW-01A-01D,NEXTSEQ,2016-04-21,unknown,94,2016-04-21,NS500391,9300,788,7060,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,36782
94,NAAIBW,TARGET-40-NAAIBW-10B-01D,BUSTARD,2015-10-20,1.9.4,94,2015-10-15,HiSeq-Meltzer,9301,721,7059,Normal,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,35984
94,NAAIBW,TARGET-40-NAAIBW-10B-01D,NEXTSEQ,2016-04-21,unknown,94,2016-04-21,NS500391,9301,788,7059,Normal,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,36783
94,NAAGJK,TARGET-40-NAAGJK-10B-01D,BUSTARD,2015-10-20,1.9.4,94,2015-10-15,HiSeq-Meltzer,9302,721,7058,Normal,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,35844
94,NAAGJK,TARGET-40-NAAGJK-10B-01D,NEXTSEQ,2016-04-21,unknown,94,2016-04-21,NS500391,9302,788,7058,Normal,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,36792
94,NAAGJT,TARGET-40-NAAGJT-10B-01D,BUSTARD,2015-10-20,1.9.4,94,2015-10-15,HiSeq-Meltzer,9303,721,7057,Normal,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,35924
94,NAAGJT,TARGET-40-NAAGJT-10B-01D,NEXTSEQ,2016-04-21,unknown,94,2016-04-21,NS500391,9303,788,7057,Normal,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,36793
94,NAAGJV,TARGET-40-NAAGJV-10B-01D,BUSTARD,2015-10-20,1.9.4,94,2015-10-15,HiSeq-Meltzer,9304,721,7056,Normal,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,35925
94,NAAGJV,TARGET-40-NAAGJV-10B-01D,NEXTSEQ,2016-04-21,unknown,94,2016-04-21,NS500391,9304,788,7056,Normal,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,36794
94,NAAGJW,TARGET-40-NAAGJW-10B-01D,BUSTARD,2015-10-20,1.9.4,94,2015-10-15,HiSeq-Meltzer,9305,721,7055,Normal,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,35929
94,NAAGJW,TARGET-40-NAAGJW-10B-01D,NEXTSEQ,2016-04-21,unknown,94,2016-04-21,NS500391,9305,788,7055,Normal,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,36795
94,NAAGKC,TARGET-40-NAAGKC-10B-01D,BUSTARD,2015-10-20,1.9.4,94,2015-10-15,HiSeq-Meltzer,9306,721,7054,Normal,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,35930
94,NAAGKC,TARGET-40-NAAGKC-10B-01D,NEXTSEQ,2016-04-21,unknown,94,2016-04-21,NS500391,9306,788,7054,Normal,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,36796
94,NAAGKG,TARGET-40-NAAGKG-10B-01D,BUSTARD,2015-10-20,1.9.4,94,2015-10-15,HiSeq-Meltzer,9307,721,7053,Normal,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,35934
94,NAAGKG,TARGET-40-NAAGKG-10B-01D,NEXTSEQ,2016-04-21,unknown,94,2016-04-21,NS500391,9307,788,7053,Normal,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,36797
94,NAAGKL,TARGET-40-NAAGKL-10B-01D,BUSTARD,2015-10-20,1.9.4,94,2015-10-15,HiSeq-Meltzer,9308,721,7052,Normal,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,35941
94,NAAGKL,TARGET-40-NAAGKL-10B-01D,NEXTSEQ,2016-04-21,unknown,94,2016-04-21,NS500391,9308,788,7052,Normal,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,36798
94,NAAGKM,TARGET-40-NAAGKM-10B-01D,BUSTARD,2015-10-20,1.9.4,94,2015-10-15,HiSeq-Meltzer,9309,721,7051,Normal,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,35942
94,NAAGKM,TARGET-40-NAAGKM-10B-01D,NEXTSEQ,2016-04-21,unknown,94,2016-04-21,NS500391,9309,788,7051,Normal,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,36799
94,PAVDSN,TARGET-40-PAVDSN-10A-01D,BUSTARD,2015-10-20,1.9.4,94,2015-10-15,HiSeq-Meltzer,9310,721,5640,Normal,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,35652
94,PAVCHD,TARGET-40-PAVCHD-10A-01D,BUSTARD,2015-10-20,1.9.4,94,2015-10-15,HiSeq-Meltzer,9311,721,5639,Normal,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,35653
94,PAUKXW,TARGET-40-PAUKXW-10A-01D,BUSTARD,2015-10-20,1.9.4,94,2015-10-15,HiSeq-Meltzer,9312,721,5638,Normal,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,35635
94,PAUJZR,TARGET-40-PAUJZR-10A-01D,BUSTARD,2015-10-20,1.9.4,94,2015-10-15,HiSeq-Meltzer,9313,721,5637,Normal,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,35636
94,PAUHGA,TARGET-40-PAUHGA-10A-01D,BUSTARD,2015-10-20,1.9.4,94,2015-10-15,HiSeq-Meltzer,9314,721,5636,Normal,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,35637
94,PATLYM,TARGET-40-PATLYM-10A-01D,BUSTARD,2015-10-20,1.9.4,94,2015-10-15,HiSeq-Meltzer,9315,721,5635,Normal,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,35641
94,PASNCK,TARGET-40-PASNCK-10A-01D,BUSTARD,2015-10-20,1.9.4,94,2015-10-15,HiSeq-Meltzer,9316,721,5634,Normal,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,35631
94,PASFFZ,TARGET-40-PASFFZ-10A-01D,BUSTARD,2015-10-20,1.9.4,94,2015-10-15,HiSeq-Meltzer,9317,721,5633,Normal,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,35642
94,PARVXK,TARGET-40-PARVXK-10A-01D,BUSTARD,2015-10-20,1.9.4,94,2015-10-15,HiSeq-Meltzer,9318,721,5632,Normal,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,35654
94,PAPXWB,TARGET-40-PAPXWB-10A-01D,BUSTARD,2015-10-20,1.9.4,94,2015-10-15,HiSeq-Meltzer,9319,721,5631,Normal,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,35643
94,PANSAN,TARGET-40-PANSAN-10A-01D,BUSTARD,2015-10-20,1.9.4,94,2015-10-15,HiSeq-Meltzer,9320,721,5630,Normal,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,35632
94,PANNCR,TARGET-40-PANNCR-10A-01D,BUSTARD,2015-10-20,1.9.4,94,2015-10-15,HiSeq-Meltzer,9321,721,5629,Normal,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,35644
94,PANFZN,TARGET-40-PANFZN-10A-01D,BUSTARD,2015-10-20,1.9.4,94,2015-10-15,HiSeq-Meltzer,9322,721,5627,Normal,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,35655
94,PALTJB,TARGET-40-PALTJB-10A-01D,BUSTARD,2015-10-20,1.9.4,94,2015-10-15,HiSeq-Meltzer,9323,721,5626,Normal,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,35645
94,NAAHDN,TARGET-40-NAAHDN-10A-01D,BUSTARD,2015-10-20,1.9.4,94,2015-10-15,HiSeq-Meltzer,9324,721,5623,Normal,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,35639
94,NAAHDM,TARGET-40-NAAHDM-10A-01D,BUSTARD,2015-10-20,1.9.4,94,2015-10-15,HiSeq-Meltzer,9325,721,5622,Normal,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,35656
94,NAAHDL,TARGET-40-NAAHDL-10A-01D,BUSTARD,2015-10-20,1.9.4,94,2015-10-15,HiSeq-Meltzer,9326,721,5621,Normal,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,35657
94,NAAHDK,TARGET-40-NAAHDK-10A-01D,BUSTARD,2015-10-20,1.9.4,94,2015-10-15,HiSeq-Meltzer,9327,721,5620,Normal,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,35658
94,NAAHDJ,TARGET-40-NAAHDJ-10A-01D,BUSTARD,2015-10-20,1.9.4,94,2015-10-15,HiSeq-Meltzer,9328,721,5617,Normal,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,35640
94,NAAHDI,TARGET-40-NAAHDI-10A-01D,BUSTARD,2015-10-20,1.9.4,94,2015-10-15,HiSeq-Meltzer,9329,721,5616,Normal,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,35659
94,NAAHDF,TARGET-40-NAAHDF-10A-01D,BUSTARD,2015-10-20,1.9.4,94,2015-10-15,HiSeq-Meltzer,9330,721,5615,Normal,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,35660
94,NAAHDE,TARGET-40-NAAHDE-10A-01D,BUSTARD,2015-10-20,1.9.4,94,2015-10-15,HiSeq-Meltzer,9331,721,5613,Normal,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,35661
94,NAAHDD,TARGET-40-NAAHDD-10A-01D,BUSTARD,2015-10-20,1.9.4,94,2015-10-15,HiSeq-Meltzer,9332,721,5611,Normal,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,35633
94,NAAHDC,TARGET-40-NAAHDC-10A-01D,BUSTARD,2015-10-20,1.9.4,94,2015-10-15,HiSeq-Meltzer,9333,721,5610,Normal,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,35646
94,NAAHDB,TARGET-40-NAAHDB-10A-01D,BUSTARD,2015-10-20,1.9.4,94,2015-10-15,HiSeq-Meltzer,9334,721,5608,Normal,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,35647
94,NAAHDA,TARGET-40-NAAHDA-10A-01D,BUSTARD,2015-10-20,1.9.4,94,2015-10-15,HiSeq-Meltzer,9335,721,5607,Normal,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,35648
94,NAAHCY,TARGET-40-NAAHCY-10A-01D,BUSTARD,2015-10-20,1.9.4,94,2015-10-15,HiSeq-Meltzer,9336,721,5606,Normal,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,35634
94,NAAHCX,TARGET-40-NAAHCX-10A-01D,BUSTARD,2015-10-20,1.9.4,94,2015-10-15,HiSeq-Meltzer,9337,721,5604,Normal,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,35649
94,NAAHCW,TARGET-40-NAAHCW-10A-01D,BUSTARD,2015-10-20,1.9.4,94,2015-10-15,HiSeq-Meltzer,9338,721,5603,Normal,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,35650
94,NAAHCV,TARGET-40-NAAHCV-10A-01D,BUSTARD,2015-10-20,1.9.4,94,2015-10-15,HiSeq-Meltzer,9339,721,5602,Normal,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,35651
94,NAAHCU,TARGET-40-NAAHCU-10A-01D,BUSTARD,2015-10-20,1.9.4,94,2015-10-15,HiSeq-Meltzer,9340,721,5601,Normal,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,35630
94,0A4I5I,TARGET-40-0A4I5I-10A-01D,BUSTARD,2015-10-20,1.9.4,94,2015-10-15,HiSeq-Meltzer,9341,721,5547,Normal,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,35638
94,PAIXFY,TARGET-40-PAIXFY-10A-01D,BUSTARD,2015-10-20,1.9.4,94,2015-10-15,HiSeq-Meltzer,9342,721,7063,Normal,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,35907
94,PAUHGA,TARGET-40-PAUHGA-01A-01D,NEXTSEQ,2015-11-23,unknown,94,2015-11-23,NS500391,9477,732,5454,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,35913
94,PARVEF,TARGET-40-PARVEF-01A-01D,NEXTSEQ,2015-11-23,unknown,94,2015-11-23,NS500391,9478,732,5462,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,35915
94,PATNZB,TARGET-40-PATNZB-01A-01D,NEXTSEQ,2015-11-23,unknown,94,2015-11-23,NS500391,9479,732,5470,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,35917
94,NAAFJS,TARGET-40-NAAFJS-01A-01D,NEXTSEQ,2015-11-23,unknown,94,2015-11-23,NS500391,9480,732,5478,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,35919
94,NAAFKE,TARGET-40-NAAFKE-01A-01D,NEXTSEQ,2015-11-23,unknown,94,2015-11-23,NS500391,9481,732,5486,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,35921
94,NAAGJL,TARGET-40-NAAGJL-01A-01D,NEXTSEQ,2015-11-23,unknown,94,2015-11-23,NS500391,9482,732,5494,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,35923
94,NAAGKG,TARGET-40-NAAGKG-01A-01D,NEXTSEQ,2015-11-23,unknown,94,2015-11-23,NS500391,9483,732,5502,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,35935
94,PAMXGP,TARGET-40-PAMXGP-01A-01D,NEXTSEQ,2015-11-23,unknown,94,2015-11-23,NS500391,9484,732,5510,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,35945
94,PARRXH,TARGET-40-PARRXH-02A-01D,NEXTSEQ,2015-11-23,unknown,94,2015-11-23,NS500391,9485,732,5518,RecurrentTumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,35948
94,PAVFYF,TARGET-40-PAVFYF-01A-01D,NEXTSEQ,2015-11-23,unknown,94,2015-11-23,NS500391,9486,732,5526,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,35975
94,PANMGS,TARGET-40-PANMGS-01A-01D,NEXTSEQ,2015-11-23,unknown,94,2015-11-23,NS500391,9487,732,5534,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,35977
94,NAAGZW,TARGET-40-NAAGZW-06A-01D,NEXTSEQ,2015-11-23,unknown,94,2015-11-23,NS500391,9488,732,5542,Metastasis,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,35979
94,PAUJZR,TARGET-40-PAUJZR-01A-01D,NEXTSEQ,2015-11-24,unknown,94,2015-11-24,NS500391,9504,734,5455,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,35914
94,PARYDD,TARGET-40-PARYDD-01A-01D,NEXTSEQ,2015-11-24,unknown,94,2015-11-24,NS500391,9505,734,5463,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,35916
94,PAUVKL,TARGET-40-PAUVKL-02A-01D,NEXTSEQ,2015-11-24,unknown,94,2015-11-24,NS500391,9506,734,5471,RecurrentTumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,35918
94,NAAFJT,TARGET-40-NAAFJT-01A-01D,NEXTSEQ,2015-11-24,unknown,94,2015-11-24,NS500391,9507,734,5479,Tumor,Genomic DNA,SeqCap_141001_HG19_TargetOsteo1807_EZ,35920
